response,contrast,estimate,SE,df,t.ratio,p.value
plant_height,n0 s25 - n150 s35,2.3361533586818775,3.8936291022702343,46,0.5999938097133471,0.9999995200778131
plant_height,n0 s25 - n200 s35,0.1111533586818716,3.893629102270235,46,0.02854749534747983,1
plant_height,n100 s25 - n150 s25,-0.5453263624841593,3.8954526738801354,46,-0.13999049870139413,1
plant_height,n100 s25 - n200 s25,0.3176330798479037,3.9437702128315992,46,0.08054046323856312,1
plant_height,n100 s25 - n0 s35,-4.995326362484158,3.895452673880135,46,-1.2823481070579852,0.9947310492367238
plant_height,n100 s25 - n100 s35,1.4999999999999973,3.865559947881862,46,0.3880421000382943,0.9999999989871144
plant_height,n100 s25 - n150 s35,1.8723067173637518,3.9766479869580618,46,0.47082535932378905,0.9999999838096971
plant_height,n100 s25 - n200 s35,-0.35269328263625344,3.976647986958062,46,-0.08869109958763191,1
plant_height,n150 s25 - n200 s25,0.862959442332063,3.9694978799088587,46,0.21739763275849813,1
plant_height,n150 s25 - n0 s35,-4.449999999999999,3.865559947881861,46,-1.151191563446942,0.9982997105290712
plant_height,n150 s25 - n100 s35,2.0453263624841567,3.895452673880135,46,0.5250548610687839,0.9999999246217806
plant_height,n150 s25 - n150 s35,2.417633079847911,3.9437702128315992,46,0.6130258482053059,0.9999993558141389
plant_height,n150 s25 - n200 s35,0.19263307984790584,3.943770212831599,46,0.048844904609591004,1
plant_height,n200 s25 - n0 s35,-5.312959442332062,3.9694978799088574,46,-1.3384462224360858,0.9919484201713777
plant_height,n200 s25 - n100 s35,1.182366920152094,3.9437702128315992,46,0.2998062403091084,0.9999999999764514
plant_height,n200 s25 - n150 s35,1.5546736375158483,3.895452673880134,46,0.3990996086129544,0.9999999984804518
plant_height,n200 s25 - n200 s35,-0.6703263624841571,3.8954526738801345,46,-0.1720791955653428,1
plant_height,n0 s35 - n100 s35,6.495326362484157,3.8954526738801345,46,1.6674124694253754,0.9449768160555
plant_height,n0 s35 - n150 s35,6.867633079847911,3.9437702128315983,46,1.7413877353967335,0.9239066193537702
plant_height,n0 s35 - n200 s35,4.642633079847904,3.9437702128315983,46,1.177206791801018,0.9978358684757116
plant_height,n100 s35 - n150 s35,0.37230671736375376,3.976647986958062,46,0.09362325219249538,1
plant_height,n100 s35 - n200 s35,-1.8526932826362512,3.976647986958062,46,-0.4658932067189254,0.9999999860595536
plant_height,n150 s35 - n200 s35,-2.2250000000000054,3.8655599478818616,46,-0.5755957817234724,0.9999997290875211
no_of_nodes,n0 s0 - n100 s0,-1.5560836501901134,1.2774688176660454,46,-1.21809912592082,0.996892745168895
no_of_nodes,n0 s0 - n150 s0,0.180608365019012,1.2612270739110767,46,0.14320051381306287,1
no_of_nodes,n0 s0 - n200 s0,-1.0560836501901134,1.277468817666045,46,-0.8267001398277528,0.999966423863505
no_of_nodes,n0 s0 - n0 s15,-0.12547528517110262,1.3116225265028647,46,-0.09566417367476387,1
no_of_nodes,n0 s0 - n100 s15,-1.6539923954372648,1.2792175779887525,46,-1.2929719102498196,0.9942758825848952
no_of_nodes,n0 s0 - n150 s15,-1.4866920152091254,1.2606361045351355,46,-1.1793189246767994,0.9977939207688657
no_of_nodes,n0 s0 - n200 s15,-1.3060836501901132,1.277468817666045,46,-1.0223996328742866,0.9995529427724441
no_of_nodes,n0 s0 - n0 s25,-2.3060836501901143,1.277468817666045,46,-1.8051976050604228,0.9019188204376407
no_of_nodes,n0 s0 - n100 s25,-0.7366920152091246,1.260636104535136,46,-0.5843811807062137,0.9999996660762108
